"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"Brunei Darussalam","Electricity - Final energy consumption","2017","Kilowatt-hours, million","3112",""
"Brunei Darussalam","Electricity - Consumption by manufacturing, construction and non-fuel industry","2017","Kilowatt-hours, million","134",""
"Brunei Darussalam","Electricity - Consumption by other manuf., const. and non-fuel ind.","2017","Kilowatt-hours, million","134",""
"Brunei Darussalam","Electricity - Consumption not elsewhere specified (industry)","2017","Kilowatt-hours, million","134",""
"Brunei Darussalam","Electricity - Consumption by other","2017","Kilowatt-hours, million","2978",""
"Brunei Darussalam","Electricity - Consumption by households","2017","Kilowatt-hours, million","1281",""
"Brunei Darussalam","Electricity - Consumption by commercial and public services","2017","Kilowatt-hours, million","1697",""
"Brunei Darussalam","Electricity - total production, main activity","2017","Kilowatt-hours, million","3725",""
"Brunei Darussalam","Electricity - Gross demand","2017","Kilowatt-hours, million","4021",""
"Brunei Darussalam","Electricity - total production, autoproducer","2017","Kilowatt-hours, million","433",""
"Bulgaria","Electricity - Gross production","2017","Kilowatt-hours, million","45612",""
"Bulgaria","From combustible fuels – Main activity","2017","Kilowatt-hours, million","22980",""
"Bulgaria","From combustible fuels – Main activity – CHP plants","2017","Kilowatt-hours, million","3219",""
"Bulgaria","From combustible fuels – Main activity – Electricity plants","2017","Kilowatt-hours, million","19761",""
"Bulgaria","Hydro – Main activity","2017","Kilowatt-hours, million","3493",""
"Bulgaria","Nuclear – Main activity","2017","Kilowatt-hours, million","15545",""
"Bulgaria","Nuclear – Main activity – Electricity plants","2017","Kilowatt-hours, million","15545",""
"Bulgaria","Of which: Pumped hydro – Main activity","2017","Kilowatt-hours, million","665",""
"Bulgaria","Solar – Main activity","2017","Kilowatt-hours, million","1403",""
"Bulgaria","Solar photovoltaic – Main activity","2017","Kilowatt-hours, million","1403",""
"Bulgaria","Wind – Main activity","2017","Kilowatt-hours, million","1504",""
"Bulgaria","From combustible fuels – Autoproducer","2017","Kilowatt-hours, million","653",""
"Bulgaria","From combustible fuels – Autoproducer – CHP plants","2017","Kilowatt-hours, million","530",""
"Bulgaria","From combustible fuels – Autoproducer – Electricity plants","2017","Kilowatt-hours, million","123",""
"Bulgaria","From chemical heat – Autoproducer","2017","Kilowatt-hours, million","34",""
"Bulgaria","From chemical heat – Autoproducer – Electricity plants","2017","Kilowatt-hours, million","34",""
"Bulgaria","Electricity - net production","2017","Kilowatt-hours, million","41352",""
"Bulgaria","Electricity - imports","2017","Kilowatt-hours, million","3705",""
"Bulgaria","Electricity - exports","2017","Kilowatt-hours, million","9186",""
"Bulgaria","Electricity - Energy industries own use","2017","Kilowatt-hours, million","1491",""
"Bulgaria","Electricity - Own use by coal mines","2017","Kilowatt-hours, million","641",""
"Bulgaria","Electricity - Own use by oil and gas extraction","2017","Kilowatt-hours, million","5",""
"Bulgaria","Electricity - Own use by briquetting plants","2017","Kilowatt-hours, million","29",""
"Bulgaria","Electricity - Own use by oil refineries","2017","Kilowatt-hours, million","707",""
"Bulgaria","Electricity - Own use by pump-storage plants","2017","Kilowatt-hours, million","950",""
"Bulgaria","Electricity - Own use by electricity, heat and CHP plants","2017","Kilowatt-hours, million","4260",""
"Bulgaria","Electricity - Other energy industry own use","2017","Kilowatt-hours, million","109",""
"Bulgaria","Electricity - Losses","2017","Kilowatt-hours, million","3476",""
"Bulgaria","Electricity - Final energy consumption","2017","Kilowatt-hours, million","29907",""
"Bulgaria","Electricity - Consumption by manufacturing, construction and non-fuel industry","2017","Kilowatt-hours, million","9404",""
"Bulgaria","Electricity - Consumption by iron and steel","2017","Kilowatt-hours, million","787",""
"Bulgaria","Electricity - Consumption by chemical and petrochemical","2017","Kilowatt-hours, million","1154",""
"Bulgaria","Electricity - Consumption by other manuf., const. and non-fuel ind.","2017","Kilowatt-hours, million","7463",""
"Bulgaria","Electricity - Consumption by non-ferrous metals","2017","Kilowatt-hours, million","1049",""
"Bulgaria","Electricity - Consumption by non-metallic minerals","2017","Kilowatt-hours, million","934",""
"Bulgaria","Electricity - Consumption by transport equipment","2017","Kilowatt-hours, million","119",""
"Bulgaria","Electricity - Consumption by machinery","2017","Kilowatt-hours, million","1035",""
"Bulgaria","Electricity - Consumption by mining and quarrying","2017","Kilowatt-hours, million","1104",""
"Bulgaria","Electricity - Consumption by food and tobacco","2017","Kilowatt-hours, million","1254",""
"Bulgaria","Electricity - Consumption by paper, pulp and print","2017","Kilowatt-hours, million","439",""
"Bulgaria","Electricity - Consumption by wood and wood products","2017","Kilowatt-hours, million","227",""
"Bulgaria","Electricity - Consumption by construction","2017","Kilowatt-hours, million","250",""
"Bulgaria","Electricity - Consumption by textile and leather","2017","Kilowatt-hours, million","366",""
"Bulgaria","Electricity - Consumption not elsewhere specified (industry)","2017","Kilowatt-hours, million","686",""
"Bulgaria","Electricity - Consumption by transport","2017","Kilowatt-hours, million","377",""
"Bulgaria","Electricity - Consumption by road","2017","Kilowatt-hours, million","53",""
"Bulgaria","Electricity - Consumption by rail","2017","Kilowatt-hours, million","304",""
"Bulgaria","Electricity - Consumption by pipeline transport","2017","Kilowatt-hours, million","20",""
"Bulgaria","Electricity - Consumption by other","2017","Kilowatt-hours, million","20126",""
"Bulgaria","Electricity - Consumption by households","2017","Kilowatt-hours, million","11138",""
"Bulgaria","Electricity - Consumption in agriculture, forestry and fishing","2017","Kilowatt-hours, million","222",""
"Bulgaria","Electricity - Consumption by commercial and public services","2017","Kilowatt-hours, million","8766",""
"Bulgaria","Electricity - total production, main activity","2017","Kilowatt-hours, million","44925",""
"Bulgaria","Electricity - Gross demand","2017","Kilowatt-hours, million","34921",""
"Bulgaria","Electricity - total production, autoproducer","2017","Kilowatt-hours, million","687",""
"Burkina Faso","Electricity - Gross production","2017","Kilowatt-hours, million","1095.2",""
"Burkina Faso","From combustible fuels – Main activity","2017","Kilowatt-hours, million","957.9",""
"Burkina Faso","From combustible fuels – Main activity – Electricity plants","2017","Kilowatt-hours, million","957.9",""
"Burkina Faso","Hydro – Main activity","2017","Kilowatt-hours, million","127.9",""
"Burkina Faso","Solar – Main activity","2017","Kilowatt-hours, million","9.4",""
"Burkina Faso","Solar photovoltaic – Main activity","2017","Kilowatt-hours, million","9.4",""
"Burkina Faso","Electricity - net production","2017","Kilowatt-hours, million","1030","1"
"Burkina Faso","Electricity - imports","2017","Kilowatt-hours, million","645.4",""
"Burkina Faso","Electricity - Own use by electricity, heat and CHP plants","2017","Kilowatt-hours, million","65.2",""
"Burkina Faso","Electricity - Losses","2017","Kilowatt-hours, million","223.5","1"
"Burkina Faso","Electricity - Final energy consumption","2017","Kilowatt-hours, million","1451.9","1"
"Burkina Faso","Electricity - Consumption by manufacturing, construction and non-fuel industry","2017","Kilowatt-hours, million","535.4","1"
"Burkina Faso","Electricity - Consumption by other manuf., const. and non-fuel ind.","2017","Kilowatt-hours, million","535.4","1"
"Burkina Faso","Electricity - Consumption by other","2017","Kilowatt-hours, million","916.5","1"
"Burkina Faso","Electricity - Consumption by households","2017","Kilowatt-hours, million","330.5","1"
"Burkina Faso","Electricity - Consumption in agriculture, forestry and fishing","2017","Kilowatt-hours, million","16","1"
"Burkina Faso","Electricity - Consumption by commercial and public services","2017","Kilowatt-hours, million","570","1"
"Burkina Faso","Electricity - total production, main activity","2017","Kilowatt-hours, million","1095.2",""
"Burkina Faso","Electricity - Gross demand","2017","Kilowatt-hours, million","1675.4","1"
"Burundi","Electricity - Gross production","2017","Kilowatt-hours, million","184.08",""
"Burundi","From combustible fuels – Main activity","2017","Kilowatt-hours, million","73.84",""
"Burundi","From combustible fuels – Main activity – Electricity plants","2017","Kilowatt-hours, million","73.84",""
"Burundi","Hydro – Main activity","2017","Kilowatt-hours, million","100.24",""
"Burundi","From combustible fuels – Autoproducer","2017","Kilowatt-hours, million","10","1"
"Burundi","From combustible fuels – Autoproducer – Electricity plants","2017","Kilowatt-hours, million","10","1"
"Burundi","Electricity - net production","2017","Kilowatt-hours, million","165","1"
"Burundi","Electricity - imports","2017","Kilowatt-hours, million","100","1"
"Burundi","Electricity - Own use by electricity, heat and CHP plants","2017","Kilowatt-hours, million","19.08","1"
"Burundi","Electricity - Losses","2017","Kilowatt-hours, million","40","1"
"Burundi","Electricity - Final energy consumption","2017","Kilowatt-hours, million","225","1"
"Burundi","Electricity - Consumption by manufacturing, construction and non-fuel industry","2017","Kilowatt-hours, million","90.75","1"
"Burundi","Electricity - Consumption by other manuf., const. and non-fuel ind.","2017","Kilowatt-hours, million","90.75","1"
"Burundi","Electricity - Consumption not elsewhere specified (industry)","2017","Kilowatt-hours, million","90.75","1"
"Burundi","Electricity - Consumption by other","2017","Kilowatt-hours, million","134.25","1"
"Burundi","Electricity - Consumption by households","2017","Kilowatt-hours, million","111","1"
"Burundi","Electricity - Consumption not elsewhere specified (other)","2017","Kilowatt-hours, million","23.25",""
"Burundi","Electricity - total production, main activity","2017","Kilowatt-hours, million","174.08",""
"Burundi","Electricity - Gross demand","2017","Kilowatt-hours, million","265","1"
"Burundi","Electricity - total production, autoproducer","2017","Kilowatt-hours, million","10","1"
"Cabo Verde","Electricity - Gross production","2017","Kilowatt-hours, million","491.56",""
"Cabo Verde","From combustible fuels – Main activity","2017","Kilowatt-hours, million","408",""
"Cabo Verde","From combustible fuels – Main activity – Electricity plants","2017","Kilowatt-hours, million","408",""
"Cabo Verde","Solar – Main activity","2017","Kilowatt-hours, million","6.6",""
"Cabo Verde","Solar photovoltaic – Main activity","2017","Kilowatt-hours, million","6.6",""
"Cabo Verde","Wind – Main activity","2017","Kilowatt-hours, million","76.2",""
"Cabo Verde","From combustible fuels – Autoproducer","2017","Kilowatt-hours, million","0.76","1"
"Cabo Verde","From combustible fuels – Autoproducer – Electricity plants","2017","Kilowatt-hours, million","0.76","1"
"Cabo Verde","Electricity - net production","2017","Kilowatt-hours, million","480","1"
"Cabo Verde","Electricity - Own use by electricity, heat and CHP plants","2017","Kilowatt-hours, million","11.56",""
"Cabo Verde","Electricity - Losses","2017","Kilowatt-hours, million","130.5","1"
"Cabo Verde","Electricity - Final energy consumption","2017","Kilowatt-hours, million","343.4","1"
